frame,time_seconds,beat_position,bar_position,section,energy,dominant_slot,tension_chords,glassy_arps,broken_beat,granular_texture,temperature,top_k,cfg_musiccoca,cfg_notes,cfg_drums,drum_gate
4129,165.16,286.2773,71.5693,final_peak,0.985265,granular_texture,0.307839,0.154981,0.113765,0.423415,1.224,184,6.1943,0.639,1.5849,0
4130,165.2,286.3467,71.5867,final_peak,0.985485,tension_chords,0.467311,0.162581,0.195702,0.174406,1.1943,185,6.2326,0.841,1.8596,0
4131,165.24,286.416,71.604,final_peak,0.985703,tension_chords,0.46752,0.135293,0.339627,0.057559,1.1803,184,6.2338,0.8318,2.342,0
4132,165.28,286.4853,71.6213,final_peak,0.98592,broken_beat,0.370569,0.097457,0.439616,0.092358,1.1846,182,6.211,0.6973,2.6772,0
4133,165.32,286.5547,71.6387,final_peak,0.986136,broken_beat,0.297997,0.086427,0.400223,0.215353,1.1995,182,6.1785,0.6027,2.5455,1
4134,165.36,286.624,71.656,final_peak,0.98635,tension_chords,0.318109,0.123512,0.260918,0.297461,1.2094,183,6.1097,0.6409,2.0791,1
4135,165.4,286.6933,71.6733,final_peak,0.986563,tension_chords,0.401847,0.2214,0.1486,0.228154,1.2012,187,6.1818,0.7798,1.703,0
4136,165.44,286.7627,71.6907,final_peak,0.986775,tension_chords,0.484055,0.36004,0.098997,0.056908,1.1807,193,6.2526,0.9311,1.5371,0
4137,165.48,286.832,71.708,final_peak,0.986986,tension_chords,0.455667,0.411538,0.08442,0.048375,1.1798,195,6.2294,0.9136,1.4885,0
4138,165.52,286.9013,71.7253,final_peak,0.987195,tension_chords,0.389392,0.377086,0.073292,0.160229,1.1933,194,6.174,0.8187,1.4514,0
4139,165.56,286.9707,71.7427,final_peak,0.987403,tension_chords,0.320238,0.315831,0.091965,0.271966,1.2068,191,6.1161,0.7108,1.5142,0
4140,165.6,287.04,71.76,final_peak,0.98761,glassy_arps,0.277743,0.299649,0.191268,0.231339,1.2021,191,6.0996,0.6521,1.8471,1
4141,165.64,287.1093,71.7773,final_peak,0.987815,broken_beat,0.247062,0.28752,0.374752,0.090665,1.1853,190,6.1643,0.6095,2.462,1
4142,165.68,287.1787,71.7947,final_peak,0.988019,broken_beat,0.215137,0.213058,0.530464,0.041341,1.1794,187,6.2976,0.5435,2.9839,0
4143,165.72,287.248,71.812,final_peak,0.988221,broken_beat,0.213727,0.167203,0.474361,0.144709,1.1919,185,6.2508,0.5257,2.7962,0
4144,165.76,287.3173,71.8293,final_peak,0.988422,granular_texture,0.17273,0.129045,0.203684,0.494542,1.234,184,6.2688,0.4611,1.8896,0
4145,165.8,287.3867,71.8467,final_peak,0.988622,granular_texture,0.163802,0.135067,0.127739,0.573392,1.2436,184,6.3368,0.452,1.6354,0
4146,165.84,287.456,71.864,final_peak,0.988821,granular_texture,0.220409,0.197112,0.17311,0.409369,1.224,187,6.1982,0.5445,1.7876,0
4147,165.88,287.5253,71.8813,final_peak,0.989018,glassy_arps,0.301948,0.306052,0.249457,0.142544,1.1921,191,6.1113,0.6846,2.0436,1
4148,165.92,287.5947,71.8987,final_peak,0.989213,glassy_arps,0.249483,0.329561,0.31115,0.109805,1.1882,192,6.1321,0.6272,2.2505,1
4149,165.96,287.664,71.916,final_peak,0.989407,broken_beat,0.153788,0.267469,0.340522,0.238221,1.2037,190,6.1423,0.4858,2.3491,0
4150,166.0,287.7333,71.9333,final_peak,0.9896,broken_beat,0.117714,0.243311,0.33157,0.307406,1.2121,189,6.1356,0.4323,2.3193,0
4151,166.04,287.8027,71.9507,final_peak,0.989791,broken_beat,0.131103,0.28952,0.322479,0.256899,1.2061,191,6.1287,0.4652,2.2891,0
4152,166.08,287.872,71.968,final_peak,0.989981,glassy_arps,0.197981,0.42685,0.276305,0.098865,1.1873,196,6.2182,0.5969,2.1346,0
4153,166.12,287.9413,71.9853,final_peak,0.990169,glassy_arps,0.303711,0.519523,0.139515,0.037251,1.1799,200,6.2978,0.7615,1.6766,0
4154,166.16,288.0107,72.0027,final_peak,0.990356,glassy_arps,0.39286,0.429376,0.083993,0.09377,1.1868,197,6.2221,0.8414,1.4908,0
4155,166.2,288.08,72.02,final_peak,0.990542,tension_chords,0.388533,0.27454,0.073432,0.263495,1.2073,190,6.1882,0.7818,1.4556,0
4156,166.24,288.1493,72.0373,final_peak,0.990726,tension_chords,0.396689,0.190093,0.079612,0.333605,1.2158,187,6.1959,0.7624,1.4765,0
4157,166.28,288.2187,72.0547,final_peak,0.990908,tension_chords,0.47915,0.15382,0.159431,0.207599,1.2007,185,6.2668,0.8528,1.7441,0
4158,166.32,288.288,72.072,final_peak,0.991089,tension_chords,0.502514,0.118505,0.324128,0.054853,1.1825,184,6.2875,0.8696,2.296,0
4159,166.36,288.3573,72.0893,final_peak,0.991269,tension_chords,0.441752,0.094303,0.41425,0.049695,1.1819,183,6.2366,0.7852,2.5981,0
4160,166.4,288.4267,72.1067,final_peak,0.991446,tension_chords,0.359918,0.079803,0.348136,0.212143,1.2015,182,6.1679,0.6778,2.3768,0
4161,166.44,288.496,72.124,final_peak,0.991623,granular_texture,0.322324,0.081544,0.239421,0.356711,1.219,182,6.1659,0.6314,2.0128,0
4162,166.48,288.5653,72.1413,final_peak,0.991798,tension_chords,0.378889,0.136328,0.152322,0.33246,1.2161,185,6.1856,0.7213,1.7213,1
4163,166.52,288.6347,72.1587,final_peak,0.991971,tension_chords,0.443641,0.287079,0.12585,0.14343,1.1935,191,6.2414,0.855,1.6328,0
4164,166.56,288.704,72.176,final_peak,0.992142,glassy_arps,0.361473,0.461899,0.119293,0.057334,1.1833,198,6.2576,0.8135,1.611,0
4165,166.6,288.7733,72.1933,final_peak,0.992313,glassy_arps,0.249156,0.522134,0.110664,0.118045,1.1906,201,6.3096,0.6942,1.5823,0
4166,166.64,288.8427,72.2107,final_peak,0.992481,glassy_arps,0.155342,0.418878,0.148324,0.277456,1.2098,196,6.2226,0.5408,1.7086,0
4167,166.68,288.912,72.228,final_peak,0.992648,glassy_arps,0.108242,0.342673,0.23733,0.311755,1.214,193,6.1586,0.4552,2.007,0
4168,166.72,288.9813,72.2453,final_peak,0.992813,broken_beat,0.099574,0.341914,0.353225,0.205287,1.2013,193,6.1683,0.4441,2.3954,0
4169,166.76,289.0507,72.2627,final_peak,0.992977,broken_beat,0.121824,0.382042,0.438582,0.057552,1.1837,195,6.2415,0.486,2.6815,1
4170,166.8,289.12,72.28,final_peak,0.993139,broken_beat,0.162061,0.38024,0.381068,0.076631,1.186,195,6.1934,0.5357,2.489,1
4171,166.84,289.1893,72.2973,final_peak,0.9933,granular_texture,0.181669,0.281008,0.210983,0.32634,1.2161,191,6.1476,0.5254,1.9194,0
4172,166.88,289.2587,72.3147,final_peak,0.993458,granular_texture,0.173762,0.169039,0.121209,0.535989,1.2413,186,6.3265,0.4764,1.6189,0
4173,166.92,289.328,72.332,final_peak,0.993616,granular_texture,0.231859,0.156097,0.133687,0.478357,1.2345,186,6.2782,0.5445,1.6608,0
4174,166.96,289.3973,72.3493,final_peak,0.993771,tension_chords,0.384009,0.202338,0.207355,0.206299,1.2019,188,6.1987,0.7508,1.9078,0
4175,167.0,289.4667,72.3667,final_peak,0.993925,tension_chords,0.413261,0.178914,0.33317,0.074655,1.1862,187,6.2242,0.7792,2.3294,0
4176,167.04,289.536,72.384,final_peak,0.994077,broken_beat,0.323435,0.139964,0.394634,0.141967,1.1943,185,6.2091,0.6533,2.5355,1
4177,167.08,289.6053,72.4013,final_peak,0.994228,broken_beat,0.246042,0.128804,0.326414,0.29874,1.2132,185,6.1518,0.5526,2.3071,1
4178,167.12,289.6747,72.4187,final_peak,0.994376,granular_texture,0.269837,0.172772,0.267238,0.290152,1.2122,186,6.1216,0.5978,2.1091,0
4179,167.16,289.744,72.436,final_peak,0.994523,tension_chords,0.362907,0.27988,0.190593,0.166621,1.1975,191,6.1841,0.7516,1.8525,0
4180,167.2,289.8133,72.4533,final_peak,0.994669,tension_chords,0.451491,0.390017,0.111162,0.04733,1.1832,196,6.26,0.9009,1.5865,0
4181,167.24,289.8827,72.4707,final_peak,0.994812,tension_chords,0.472694,0.403222,0.077802,0.046283,1.1832,196,6.2787,0.932,1.4749,0
4182,167.28,289.952,72.488,final_peak,0.994954,tension_chords,0.442053,0.335687,0.065871,0.156389,1.1964,193,6.2533,0.8701,1.4351,0
4183,167.32,290.0213,72.5053,final_peak,0.995094,tension_chords,0.389444,0.26191,0.072816,0.275831,1.2108,190,6.2092,0.7785,1.4585,0
4184,167.36,290.0907,72.5227,final_peak,0.995233,tension_chords,0.357572,0.21849,0.150519,0.273418,1.2106,188,6.1827,0.7234,1.719,1
4185,167.4,290.16,72.54,final_peak,0.995369,tension_chords,0.362598,0.193929,0.334415,0.109059,1.191,187,6.1876,0.7211,2.3352,0
4186,167.44,290.2293,72.5573,final_peak,0.995504,broken_beat,0.338155,0.153881,0.464408,0.043556,1.1832,186,6.2747,0.6766,2.7708,0
4187,167.48,290.2987,72.5747,final_peak,0.995637,broken_beat,0.315162,0.130429,0.427392,0.127017,1.1932,185,6.2439,0.6396,2.647,0
4188,167.52,290.368,72.592,final_peak,0.995769,granular_texture,0.257959,0.117494,0.242282,0.382265,1.2239,184,6.2061,0.5636,2.027,0
4189,167.56,290.4373,72.6093,final_peak,0.995898,granular_texture,0.22701,0.128433,0.139321,0.505236,1.2387,185,6.3112,0.5287,1.6822,0
4190,167.6,290.5067,72.6267,final_peak,0.996026,granular_texture,0.26787,0.201012,0.164709,0.36641,1.2221,188,6.1938,0.6052,1.7674,1
4191,167.64,290.576,72.644,final_peak,0.996151,glassy_arps,0.305649,0.348155,0.221355,0.124841,1.1932,194,6.1788,0.7039,1.9573,1
4192,167.68,290.6453,72.6613,final_peak,0.996275,glassy_arps,0.229766,0.416053,0.241222,0.112959,1.1918,197,6.2371,0.6328,2.024,1
4193,167.72,290.7147,72.6787,final_peak,0.996398,glassy_arps,0.121691,0.32178,0.251652,0.304877,1.2149,193,6.1575,0.4647,2.0591,0
4194,167.76,290.784,72.696,final_peak,0.996518,granular_texture,0.08489,0.285236,0.287828,0.342047,1.2194,191,6.1752,0.4059,2.1804,0
4195,167.8,290.8533,72.7133,final_peak,0.996636,broken_beat,0.095798,0.333712,0.334817,0.235674,1.2067,194,6.1696,0.4365,2.3379,0
4196,167.84,290.9227,72.7307,final_peak,0.996753,glassy_arps,0.15087,0.43508,0.323292,0.090758,1.1894,198,6.2554,0.5409,2.2995,0
4197,167.88,290.992,72.748,final_peak,0.996867,glassy_arps,0.242089,0.500064,0.210308,0.047538,1.1843,201,6.3111,0.6776,1.9211,0
4198,167.92,291.0613,72.7653,final_peak,0.99698,glassy_arps,0.305967,0.453325,0.115346,0.125361,1.1937,199,6.2719,0.7411,1.6031,0
4199,167.96,291.1307,72.7827,final_peak,0.997091,granular_texture,0.300037,0.293178,0.085462,0.321323,1.2172,192,6.1602,0.6777,1.5031,0
4200,168.0,291.2,72.8,final_peak,0.9972,granular_texture,0.330429,0.175157,0.085149,0.409265,1.2278,187,6.2354,0.6743,1.5022,0
4201,168.04,291.2693,72.8173,final_peak,0.997307,tension_chords,0.436923,0.135241,0.149355,0.278481,1.2122,185,6.2594,0.7935,1.7174,0
4202,168.08,291.3387,72.8347,final_peak,0.997412,tension_chords,0.510908,0.120752,0.307643,0.060697,1.1861,185,6.3228,0.8809,2.2478,0
4203,168.12,291.408,72.852,final_peak,0.997515,tension_chords,0.449608,0.097521,0.399174,0.053697,1.1853,184,6.2711,0.7961,2.5545,0
4204,168.16,291.4773,72.8693,final_peak,0.997617,tension_chords,0.382503,0.082568,0.360397,0.174531,1.1998,183,6.2145,0.707,2.4247,0
4205,168.2,291.5467,72.8867,final_peak,0.997716,tension_chords,0.357446,0.092598,0.247349,0.302607,1.2153,184,6.1937,0.6792,2.0461,1
4206,168.24,291.616,72.904,final_peak,0.997813,tension_chords,0.410606,0.156672,0.15432,0.278403,1.2124,186,6.2393,0.7681,1.7346,1
4207,168.28,291.6853,72.9213,final_peak,0.997908,tension_chords,0.485346,0.293278,0.111372,0.110004,1.1922,192,6.3032,0.9093,1.5908,0
4208,168.32,291.7547,72.9387,final_peak,0.998002,tension_chords,0.439997,0.410145,0.1012,0.048658,1.1849,197,6.2651,0.8935,1.5568,0
4209,168.36,291.824,72.956,final_peak,0.998093,glassy_arps,0.328904,0.45467,0.087152,0.129275,1.1946,199,6.278,0.7703,1.5099,0
4210,168.4,291.8933,72.9733,final_peak,0.998182,glassy_arps,0.209167,0.400157,0.103163,0.287513,1.2137,197,6.232,0.6015,1.5636,0
4211,168.44,291.9627,72.9907,final_peak,0.99827,glassy_arps,0.169521,0.366724,0.195552,0.268202,1.2114,195,6.204,0.5403,1.8732,0
4212,168.48,292.032,73.008,final_peak,0.998355,broken_beat,0.162898,0.338526,0.345239,0.153336,1.1976,194,6.1861,0.5221,2.3747,1
4213,168.52,292.1013,73.0253,final_peak,0.998438,broken_beat,0.163577,0.312957,0.471248,0.052218,1.1855,193,6.2936,0.514,2.797,1
4214,168.56,292.1707,73.0427,final_peak,0.998519,broken_beat,0.182492,0.289102,0.447665,0.080741,1.189,192,6.2739,0.5293,2.718,0
4215,168.6,292.24,73.06,final_peak,0.998599,granular_texture,0.181453,0.216597,0.250097,0.351852,1.2216,189,6.1928,0.5026,2.0563,0
4216,168.64,292.3093,73.0773,final_peak,0.998676,granular_texture,0.152751,0.14581,0.129142,0.572298,1.2481,186,6.3806,0.442,1.6512,0
4217,168.68,292.3787,73.0947,final_peak,0.998751,granular_texture,0.169499,0.148257,0.131103,0.551141,1.2456,186,6.3629,0.4638,1.6578,0
4218,168.72,292.448,73.112,final_peak,0.998824,tension_chords,0.292195,0.232333,0.214475,0.260997,1.2108,190,6.1431,0.6466,1.9372,0
4219,168.76,292.5173,73.1293,final_peak,0.998894,broken_beat,0.319889,0.237696,0.351584,0.090831,1.1904,190,6.1939,0.6831,2.3966,1
4220,168.8,292.5867,73.1467,final_peak,0.998963,broken_beat,0.227873,0.187184,0.441824,0.143119,1.1967,188,6.2709,0.5504,2.699,1
4221,168.84,292.656,73.164,final_peak,0.99903,broken_beat,0.179399,0.192071,0.367529,0.261002,1.2109,188,6.2081,0.4915,2.4502,0
4222,168.88,292.7253,73.1813,final_peak,0.999094,broken_beat,0.188555,0.261052,0.290297,0.260096,1.2108,191,6.1427,0.5271,2.1915,0
4223,168.92,292.7947,73.1987,final_peak,0.999157,glassy_arps,0.265098,0.37053,0.219445,0.144927,1.197,195,6.2112,0.6611,1.9542,0
4224,168.96,292.864,73.216,final_peak,0.999217,glassy_arps,0.383833,0.442708,0.129515,0.043944,1.1849,198,6.2728,0.8347,1.653,0
4225,169.0,292.9333,73.2333,final_peak,0.999275,tension_chords,0.458662,0.409556,0.08045,0.051331,1.1858,197,6.2866,0.9167,1.4887,0
4226,169.04,293.0027,73.2507,final_peak,0.999331,tension_chords,0.428311,0.297226,0.063741,0.210722,1.205,192,6.2611,0.8394,1.4328,0
4227,169.08,293.072,73.268,final_peak,0.999385,tension_chords,0.396372,0.222294,0.064851,0.316482,1.2177,189,6.2342,0.7733,1.4366,0
4228,169.12,293.1413,73.2853,final_peak,0.999436,tension_chords,0.422792,0.187623,0.139255,0.25033,1.2098,188,6.2569,0.7942,1.6859,1
4229,169.16,293.2107,73.3027,final_peak,0.999486,tension_chords,0.422164,0.140615,0.354742,0.082479,1.1897,186,6.2566,0.7769,2.4078,0
4230,169.2,293.28,73.32,final_peak,0.999533,broken_beat,0.383792,0.102783,0.475364,0.038061,1.1844,184,6.302,0.7157,2.812,0
4231,169.24,293.3493,73.3373,final_peak,0.999578,broken_beat,0.368532,0.097302,0.420855,0.113311,1.1934,184,6.2558,0.6947,2.6294,0
4232,169.28,293.4187,73.3547,final_peak,0.999621,granular_texture,0.318877,0.096313,0.25578,0.329029,1.2193,184,6.178,0.6323,2.0764,0
4233,169.32,293.488,73.372,final_peak,0.999661,granular_texture,0.293133,0.111805,0.139214,0.455847,1.2345,185,6.286,0.6055,1.686,0
4234,169.36,293.5573,73.3893,final_peak,0.999699,granular_texture,0.325501,0.201007,0.130044,0.343449,1.2211,188,6.1906,0.6772,1.6553,1
4235,169.4,293.6267,73.4067,final_peak,0.999735,glassy_arps,0.349198,0.386602,0.16972,0.09448,1.1912,196,6.2274,0.7718,1.7883,1
4236,169.44,293.696,73.424,final_peak,0.999769,glassy_arps,0.253426,0.47919,0.168569,0.098815,1.1918,200,6.3063,0.6845,1.7845,0
4237,169.48,293.7653,73.4413,final_peak,0.999801,glassy_arps,0.139234,0.408391,0.200898,0.251477,1.2101,197,6.2462,0.517,1.8928,0
4238,169.52,293.8347,73.4587,final_peak,0.99983,glassy_arps,0.084097,0.323729,0.294179,0.297994,1.2157,194,6.1744,0.4184,2.2053,0
4239,169.56,293.904,73.476,final_peak,0.999857,broken_beat,0.076129,0.318458,0.399641,0.205772,1.2046,193,6.2391,0.4066,2.5586,0
4240,169.6,293.9733,73.4933,final_peak,0.999882,broken_beat,0.104843,0.399552,0.412807,0.082798,1.1899,197,6.2504,0.4709,2.6028,0
4241,169.64,294.0427,73.5107,final_peak,0.999904,glassy_arps,0.165848,0.464568,0.315324,0.054261,1.1865,199,6.2945,0.5699,2.2762,1
4242,169.68,294.112,73.528,final_peak,0.999924,glassy_arps,0.22365,0.392114,0.175475,0.20876,1.205,196,6.233,0.6168,1.8078,1
4243,169.72,294.1813,73.5453,final_peak,0.999942,granular_texture,0.209009,0.21181,0.099581,0.479601,1.2375,189,6.3074,0.5354,1.5535,0
4244,169.76,294.2507,73.5627,final_peak,0.999957,granular_texture,0.26573,0.155963,0.102526,0.475781,1.2371,187,6.3042,0.5867,1.5634,0
4245,169.8,294.32,73.58,final_peak,0.99997,tension_chords,0.415791,0.157565,0.153251,0.273394,1.2128,187,6.2533,0.7749,1.7334,0
4246,169.84,294.3893,73.5973,final_peak,0.999981,tension_chords,0.492956,0.148365,0.288187,0.070492,1.1885,186,6.3189,0.8681,2.1854,0
4247,169.88,294.4587,73.6147,final_peak,0.999989,broken_beat,0.411968,0.108859,0.416746,0.062427,1.1875,185,6.2542,0.7531,2.6161,0
4248,169.92,294.528,73.632,final_peak,0.999995,broken_beat,0.314905,0.085351,0.430099,0.169645,1.2004,184,6.2656,0.6235,2.6608,1
4249,169.96,294.5973,73.6493,final_peak,0.999999,broken_beat,0.302682,0.10456,0.314685,0.278073,1.2134,184,6.1675,0.6149,2.2742,1
4250,170.0,294.6667,73.6667,outro,0.34,tension_chords,0.384124,0.125183,0.111558,0.379135,0.9219,88,3.2895,0.724,0.8677,0
4251,170.04,294.736,73.684,outro,0.339989,tension_chords,0.465034,0.217719,0.04714,0.270107,0.9088,91,3.3582,0.8575,0.6519,0
4252,170.08,294.8053,73.7013,outro,0.339958,tension_chords,0.464702,0.280017,0.029403,0.225878,0.9035,94,3.3578,0.8789,0.5925,0
4253,170.12,294.8747,73.7187,outro,0.339906,tension_chords,0.425184,0.288815,0.026725,0.259276,0.9075,94,3.324,0.8326,0.5834,0
4254,170.16,294.944,73.736,outro,0.339833,tension_chords,0.364371,0.251523,0.034569,0.349537,0.9183,93,3.272,0.7435,0.6096,0
4255,170.2,295.0133,73.7533,outro,0.33974,granular_texture,0.322415,0.225856,0.089678,0.362052,0.9197,92,3.2696,0.6821,0.7941,0
4256,170.24,295.0827,73.7707,outro,0.339626,tension_chords,0.301288,0.215159,0.207053,0.276501,0.9094,91,3.2174,0.6519,1.1872,1
4257,170.28,295.152,73.788,outro,0.339492,broken_beat,0.282201,0.164107,0.333999,0.219694,0.9025,89,3.2446,0.6102,1.6123,0
4258,170.32,295.2213,73.8053,outro,0.339339,broken_beat,0.283572,0.106965,0.342042,0.267421,0.9082,87,3.2508,0.5919,1.6391,0
4259,170.36,295.2907,73.8227,outro,0.339165,granular_texture,0.272556,0.075481,0.155359,0.496604,0.9356,85,3.3814,0.5671,1.0135,0
4260,170.4,295.36,73.84,outro,0.338972,granular_texture,0.251763,0.065867,0.051023,0.631348,0.9517,85,3.4951,0.5378,0.6638,0
4261,170.44,295.4293,73.8573,outro,0.33876,granular_texture,0.28992,0.078642,0.041888,0.58955,0.9466,85,3.4586,0.5899,0.633,0
4262,170.48,295.4987,73.8747,outro,0.338528,granular_texture,0.365971,0.108888,0.053963,0.471178,0.9323,87,3.357,0.6956,0.6732,0
4263,170.52,295.568,73.892,outro,0.338277,granular_texture,0.361905,0.145017,0.08778,0.405298,0.9242,88,3.2998,0.7031,0.7862,0
4264,170.56,295.6373,73.9093,outro,0.338008,granular_texture,0.278996,0.167559,0.174093,0.379352,0.921,89,3.2766,0.6074,1.075,0
4265,170.6,295.7067,73.9267,outro,0.337719,granular_texture,0.202857,0.171582,0.224329,0.401232,0.9235,89,3.2939,0.5136,1.243,0
4266,170.64,295.776,73.944,outro,0.337412,granular_texture,0.188349,0.199993,0.234753,0.376905,0.9204,90,3.2719,0.5054,1.2776,0
4267,170.68,295.8453,73.9613,outro,0.337087,granular_texture,0.227753,0.277821,0.212943,0.281483,0.9088,94,3.1893,0.5819,1.2042,0
4268,170.72,295.9147,73.9787,outro,0.336743,glassy_arps,0.31161,0.371886,0.110878,0.205626,0.8996,97,3.2646,0.7197,0.8619,0
4269,170.76,295.984,73.996,outro,0.336381,tension_chords,0.393538,0.342811,0.037295,0.226356,0.9019,96,3.2814,0.8119,0.615,0
4270,170.8,296.0533,74.0133,outro,0.336001,tension_chords,0.413412,0.229792,0.026432,0.330364,0.9142,91,3.2966,0.7972,0.5781,0
4271,170.84,296.1227,74.0307,outro,0.335604,granular_texture,0.403086,0.146687,0.026183,0.424044,0.9253,88,3.3039,0.7552,0.5769,0
4272,170.88,296.192,74.048,outro,0.335189,tension_chords,0.448825,0.104304,0.053675,0.393197,0.9214,86,3.3231,0.7975,0.6685,0
4273,170.92,296.2613,74.0653,outro,0.334756,tension_chords,0.49567,0.075598,0.154626,0.274105,0.9069,85,3.361,0.846,1.0062,0
4274,170.96,296.3307,74.0827,outro,0.334307,tension_chords,0.460514,0.05651,0.257425,0.22555,0.9008,84,3.3291,0.7954,1.3501,0
4275,171.0,296.4,74.1,outro,0.33384,tension_chords,0.407585,0.049674,0.265151,0.27759,0.9069,83,3.282,0.7269,1.3755,0
4276,171.04,296.4693,74.1173,outro,0.333356,granular_texture,0.351431,0.046287,0.185021,0.417261,0.9234,83,3.2881,0.6555,1.1065,0
4277,171.08,296.5387,74.1347,outro,0.332856,granular_texture,0.374979,0.065698,0.102568,0.456755,0.9279,84,3.3195,0.6917,0.8297,0
4278,171.12,296.608,74.152,outro,0.332339,tension_chords,0.436629,0.131865,0.044527,0.386978,0.9193,87,3.3,0.7919,0.6347,0
4279,171.16,296.6773,74.1693,outro,0.331806,tension_chords,0.418306,0.248165,0.0377,0.295829,0.9081,92,3.2821,0.8097,0.6113,0
4280,171.2,296.7467,74.1867,outro,0.331256,glassy_arps,0.338001,0.344613,0.036258,0.281128,0.9061,95,3.217,0.7431,0.6058,0
4281,171.24,296.816,74.204,outro,0.330691,granular_texture,0.25248,0.327304,0.061395,0.358821,0.9152,95,3.2266,0.6302,0.6894,0
4282,171.28,296.8853,74.2213,outro,0.330109,granular_texture,0.191833,0.269892,0.130453,0.407822,0.9208,92,3.2656,0.5343,0.9201,0
4283,171.32,296.9547,74.2387,outro,0.329512,granular_texture,0.174393,0.247645,0.215468,0.362494,0.9151,91,3.2244,0.5047,1.2043,0
4284,171.36,297.024,74.256,outro,0.328899,broken_beat,0.202325,0.255833,0.278134,0.263707,0.9029,91,3.15,0.5424,1.4135,1
4285,171.4,297.0933,74.2733,outro,0.328271,granular_texture,0.247617,0.237024,0.235754,0.279605,0.9046,91,3.1485,0.5925,1.2709,1
4286,171.44,297.1627,74.2907,outro,0.327628,granular_texture,0.285886,0.181602,0.124327,0.408185,0.9197,88,3.2549,0.6209,0.8969,0
4287,171.48,297.232,74.308,outro,0.32697,granular_texture,0.271823,0.107374,0.044742,0.576061,0.9395,85,3.3947,0.5774,0.6296,0
4288,171.52,297.3013,74.3253,outro,0.326297,granular_texture,0.287781,0.077427,0.037417,0.597375,0.9418,84,3.4098,0.5868,0.6043,0
4289,171.56,297.3707,74.3427,outro,0.325609,granular_texture,0.379885,0.084383,0.049405,0.486327,0.9281,84,3.3123,0.7044,0.6437,0
4290,171.6,297.44,74.36,outro,0.324906,tension_chords,0.439312,0.087137,0.112294,0.361256,0.9128,84,3.2692,0.7796,0.8536,0
4291,171.64,297.5093,74.3773,outro,0.324189,tension_chords,0.39517,0.080827,0.218087,0.305916,0.9058,83,3.2285,0.7223,1.2072,1
4292,171.68,297.5787,74.3947,outro,0.323458,granular_texture,0.308223,0.084402,0.238854,0.368521,0.913,83,3.2026,0.6148,1.276,1
4293,171.72,297.648,74.412,outro,0.322713,granular_texture,0.293517,0.108816,0.203371,0.394295,0.9158,84,3.2212,0.605,1.1563,0
4294,171.76,297.7173,74.4293,outro,0.321955,tension_chords,0.353291,0.169501,0.140916,0.336292,0.9085,87,3.183,0.7009,0.9462,0
4295,171.8,297.7867,74.4467,outro,0.321182,tension_chords,0.434844,0.252334,0.068097,0.244725,0.8971,90,3.2489,0.8319,0.7014,0
4296,171.84,297.856,74.464,outro,0.320396,tension_chords,0.464238,0.288743,0.030734,0.216285,0.8933,92,3.2704,0.8814,0.5754,0
4297,171.88,297.9253,74.4813,outro,0.319597,tension_chords,0.457216,0.267065,0.025294,0.250424,0.8971,91,3.2608,0.865,0.5563,0
4298,171.92,297.9947,74.4987,outro,0.318784,tension_chords,0.416376,0.21305,0.026524,0.344051,0.9079,88,3.2225,0.795,0.5595,0
4299,171.96,298.064,74.516,outro,0.317958,granular_texture,0.383553,0.16963,0.063027,0.383789,0.9123,86,3.1911,0.7388,0.6809,0
4300,172.0,298.1333,74.5333,outro,0.31712,tension_chords,0.381114,0.13838,0.168176,0.31233,0.9034,85,3.1851,0.7248,1.0322,0
4301,172.04,298.2027,74.5507,outro,0.316269,tension_chords,0.376918,0.104925,0.283162,0.234995,0.8937,83,3.1778,0.7079,1.4165,0
4302,172.08,298.272,74.568,outro,0.315405,tension_chords,0.363218,0.078616,0.287476,0.27069,0.8976,82,3.1623,0.6815,1.43,0
4303,172.12,298.3413,74.5853,outro,0.314529,granular_texture,0.333374,0.065555,0.173989,0.427082,0.9159,81,3.2127,0.6397,1.0488,0
4304,172.16,298.4107,74.6027,outro,0.313641,granular_texture,0.300195,0.064826,0.069862,0.565117,0.9321,81,3.3261,0.5979,0.699,0
4305,172.2,298.48,74.62,outro,0.312741,granular_texture,0.322869,0.081029,0.043164,0.552938,0.9302,82,3.3117,0.6319,0.6086,0
4306,172.24,298.5493,74.6373,outro,0.311829,granular_texture,0.37418,0.128971,0.051492,0.445357,0.9169,84,3.2162,0.7129,0.6355,0
4307,172.28,298.6187,74.6547,outro,0.310906,granular_texture,0.351383,0.190855,0.06565,0.392112,0.9101,86,3.1668,0.706,0.6819,0
4308,172.32,298.688,74.672,outro,0.309971,granular_texture,0.259684,0.217079,0.12075,0.402488,0.9109,87,3.1715,0.6006,0.8655,0
4309,172.36,298.7573,74.6893,outro,0.309024,granular_texture,0.177657,0.204448,0.176139,0.441755,0.9152,86,3.2006,0.4936,1.05,0
4310,172.4,298.8267,74.7067,outro,0.308067,granular_texture,0.168572,0.229282,0.223549,0.378598,0.9071,87,3.1427,0.491,1.2078,0
4311,172.44,298.896,74.724,outro,0.307098,granular_texture,0.208895,0.282475,0.222903,0.285727,0.8956,89,3.0595,0.56,1.2045,0
4312,172.48,298.9653,74.7413,outro,0.306119,glassy_arps,0.283167,0.32435,0.144495,0.247988,0.8906,91,3.0879,0.6675,0.9408,0
